Id,Probability
55198,0.02
55199,0.1
55200,0.17
55201,0.02
55202,0.06
55203,0.03
55204,0.0
55205,0.0
55206,0.06
55207,0.0
55208,0.0
55209,0.46
55210,0.01
55211,0.05
55212,0.51
55213,0.94
55214,0.0
55215,0.0
55216,0.0
55217,0.54
55218,0.03
55219,0.0
55220,0.01
55221,0.0
55222,0.01
55223,0.05
55224,0.05
55225,0.0
55226,0.0
55227,0.33
55228,0.2
55229,0.05
55230,0.15
55231,0.01
55232,0.18
55233,0.01
55234,0.0
55235,0.07
55236,0.5
55237,0.0
55238,0.0
55239,0.39
55240,0.0
55241,0.0
55242,0.0
55243,0.0
55244,0.0
55245,0.63
55246,0.48
55247,0.14
55248,0.0
55249,0.56
55250,0.0
55251,0.19
55252,0.08
55253,0.0
55254,0.03
55255,0.08
55256,0.28
55257,0.13
55258,0.04
55259,0.19
55260,0.01
55261,0.03
55262,0.0
55263,0.01
55264,0.1
55265,0.22
55266,0.02
55267,0.02
55268,0.0
55269,0.03
55270,0.0
55271,0.02
55272,0.48
55273,0.0
55274,0.03
55275,0.0
55276,0.08
55277,0.05
55278,0.23
55279,0.02
55280,0.08
55281,0.18
55282,0.0
55283,0.0
55284,0.0
55285,0.0
55286,0.0
55287,0.31
55288,0.13
55289,0.0
55290,0.1
55291,0.3
55292,0.0
55293,0.0
55294,0.0
55295,0.29
55296,0.5
55297,0.09
55298,0.14
55299,0.27
55300,0.63
55301,0.06
55302,0.02
55303,0.35
55304,0.03
55305,0.26
55306,0.03
55307,0.72
55308,0.0
55309,0.32
55310,0.29
55311,0.01
55312,0.2
55313,0.03
55314,0.0
55315,0.25
55316,0.01
55317,0.31
55318,0.07
55319,0.51
55320,0.73
55321,0.07
55322,0.16
55323,0.34
55324,0.22
55325,0.16
55326,0.03
55327,0.15
55328,0.06
55329,0.01
55330,0.09
55331,0.03
55332,0.0
55333,0.05
55334,0.0
55335,0.04
55336,0.04
55337,0.6
55338,0.41
55339,1.0
55340,0.65
55341,0.01
55342,0.07
55343,0.0
55344,0.26
55345,0.0
55346,0.37
55347,0.13
55348,0.01
55349,0.0
55350,0.61
55351,0.43
55352,0.53
55353,0.0
55354,0.04
55355,0.11
55356,0.36
55357,0.0
55358,0.0
55359,0.23
55360,0.04
55361,0.05
55362,0.24
55363,0.02
55364,0.08
55365,0.0
55366,0.02
55367,0.06
55368,0.72
55369,0.0
55370,0.1
55371,0.0
55372,0.16
55373,0.18
55374,0.01
55375,0.0
55376,0.02
55377,0.06
55378,0.29
55379,0.03
55380,0.0
55381,0.62
55382,0.12
55383,0.02
55384,0.01
55385,0.02
55386,0.0
55387,0.0
55388,0.15
55389,0.22
55390,0.01
55391,0.0
55392,0.33
55393,0.01
55394,0.0
55395,0.84
55396,0.01
55397,0.01
55398,0.06
55399,0.03
55400,0.06
55401,0.03
55402,0.04
55403,0.25
55404,0.05
55405,0.0
55406,0.02
55407,0.01
55408,0.0
55409,0.01
55410,0.49
55411,0.1
55412,0.0
55413,0.03
55414,0.05
55415,0.0
55416,0.35
55417,0.0
55418,0.32
55419,0.06
55420,0.45
55421,0.04
55422,0.01
55423,0.53
55424,0.0
55425,0.1
55426,0.0
55427,0.04
55428,0.05
55429,0.13
55430,0.03
55431,0.09
55432,0.02
55433,0.78
55434,0.01
55435,0.0
55436,0.5
55437,0.04
55438,0.0
55439,0.01
55440,0.36
55441,0.72
55442,0.01
55443,0.21
55444,0.07
55445,0.02
55446,0.0
55447,0.01
55448,0.0
55449,0.0
55450,0.0
55451,0.0
55452,0.11
55453,0.0
55454,0.05
55455,0.0
55456,0.09
55457,0.0
55458,0.08
55459,0.03
55460,0.03
55461,0.0
55462,0.27
55463,0.17
55464,0.13
55465,0.04
55466,0.01
55467,0.07
55468,0.0
55469,0.01
55470,0.0
55471,0.01
55472,0.0
55473,0.8
55474,0.09
55475,0.02
55476,0.01
55477,0.01
55478,0.0
55479,0.53
55480,0.03
55481,0.01
55482,0.52
55483,0.0
55484,0.01
55485,0.24
55486,0.29
55487,0.37
55488,0.83
55489,0.03
55490,0.2
55491,0.0
55492,0.05
55493,0.02
55494,0.17
55495,0.15
55496,0.0
55497,0.83
55498,0.03
55499,0.08
55500,0.04
55501,0.66
55502,0.0
55503,0.0
55504,0.07
55505,0.0
55506,0.54
55507,0.12
55508,0.0
55509,0.12
55510,0.0
55511,0.37
55512,0.0
55513,0.0
55514,0.06
55515,0.79
55516,0.0
55517,0.23
55518,0.75
55519,0.0
55520,0.1
55521,0.0
55522,0.03
55523,0.65
55524,0.16
55525,0.0
55526,0.04
55527,0.83
55528,0.18
55529,0.01
55530,0.75
55531,0.0
55532,0.08
55533,0.03
55534,0.1
55535,0.0
55536,0.01
55537,0.01
55538,0.05
55539,0.25
55540,0.01
55541,0.37
55542,0.0
55543,0.06
55544,0.0
55545,0.01
55546,0.0
55547,0.0
55548,0.3
55549,0.0
55550,0.42
55551,0.1
55552,0.04
55553,0.21
55554,0.03
55555,0.0
55556,0.0
55557,0.17
55558,0.11
55559,0.02
55560,0.01
55561,0.06
55562,0.63
55563,0.08
55564,0.14
55565,0.08
55566,0.0
55567,0.03
55568,0.52
55569,0.91
55570,0.03
55571,0.03
55572,0.0
55573,0.0
55574,0.07
55575,0.0
55576,0.0
55577,0.0
55578,0.0
55579,0.15
55580,0.71
55581,0.02
55582,0.0
55583,0.01
55584,0.11
55585,0.0
55586,0.13
55587,0.0
55588,0.0
55589,0.02
55590,0.1
55591,0.01
55592,0.04
55593,0.01
55594,0.02
55595,0.0
55596,0.01
55597,0.0
55598,0.02
55599,0.05
55600,0.93
55601,0.09
55602,0.0
55603,0.0
55604,0.0
55605,0.07
55606,0.11
55607,0.13
55608,0.0
55609,0.09
55610,0.0
55611,0.11
55612,0.08
55613,0.01
55614,0.05
55615,0.02
55616,0.11
55617,0.0
55618,0.02
55619,0.4
55620,0.55
55621,0.0
55622,0.01
55623,0.11
55624,0.01
55625,0.0
55626,0.34
55627,0.0
55628,0.45
55629,0.07
55630,0.02
55631,0.01
55632,0.55
55633,0.0
55634,0.14
55635,0.13
55636,0.0
55637,0.03
55638,0.31
55639,0.02
55640,0.22
55641,0.01
55642,0.41
55643,0.03
55644,0.0
55645,0.31
55646,0.0
55647,0.0
55648,0.01
55649,0.34
55650,0.02
55651,0.05
55652,0.0
55653,0.08
55654,0.38
55655,0.07
55656,0.02
55657,0.68
55658,0.01
55659,0.06
55660,0.0
55661,0.12
55662,0.6
55663,0.0
55664,0.06
55665,0.02
55666,0.01
55667,0.02
55668,0.09
55669,0.41
55670,0.04
55671,0.01
55672,0.41
55673,0.0
55674,0.0
55675,0.0
55676,0.02
55677,0.04
55678,0.05
55679,0.01
55680,0.02
55681,0.0
55682,0.04
55683,0.07
55684,0.02
55685,0.42
55686,0.15
55687,0.06
55688,0.01
55689,0.53
55690,0.17
55691,0.0
55692,0.79
55693,0.02
55694,0.0
55695,0.12
55696,0.11
55697,0.05
55698,0.12
55699,0.0
55700,0.34
55701,0.77
55702,0.0
55703,0.01
55704,0.14
55705,0.04
55706,0.64
55707,0.0
55708,0.85
55709,0.23
55710,0.02
55711,0.0
55712,0.06
55713,0.08
55714,0.0
55715,0.05
55716,0.03
55717,0.72
55718,0.0
55719,0.04
55720,0.0
55721,0.46
55722,0.0
55723,0.05
55724,0.19
55725,0.1
55726,0.27
55727,0.0
55728,0.0
55729,0.02
55730,0.0
55731,0.1
55732,0.0
55733,0.01
55734,0.01
55735,0.0
55736,0.06
55737,0.01
55738,0.0
55739,0.42
55740,0.0
55741,0.18
55742,0.92
55743,0.0
55744,0.01
55745,0.0
55746,0.03
55747,0.94
55748,0.03
55749,0.06
55750,0.92
55751,0.0
55752,0.03
55753,0.18
55754,0.0
55755,0.0
55756,0.56
55757,0.0
55758,0.0
55759,0.1
55760,0.5
55761,0.39
55762,0.33
55763,0.0
55764,0.01
55765,0.08
55766,0.04
55767,0.01
55768,0.04
55769,0.0
55770,0.67
55771,0.01
55772,0.29
55773,0.01
55774,0.0
55775,0.27
55776,0.01
55777,0.0
55778,0.02
55779,0.15
55780,0.23
55781,0.02
55782,0.03
55783,0.0
55784,0.05
55785,0.0
55786,0.04
55787,0.05
55788,0.06
55789,0.04
55790,0.03
55791,0.06
55792,0.0
55793,0.09
55794,0.16
55795,0.19
55796,0.0
55797,0.0
55798,0.0
55799,0.28
55800,0.01
55801,0.04
55802,0.0
55803,0.09
55804,0.82
55805,0.0
55806,0.0
55807,0.0
55808,0.09
55809,0.04
55810,0.04
55811,0.0
55812,0.0
55813,0.64
55814,0.0
55815,0.57
55816,0.09
55817,0.08
55818,0.0
55819,0.0
55820,0.22
55821,0.05
55822,0.22
55823,0.0
55824,0.32
55825,0.13
55826,0.0
55827,0.1
55828,0.11
55829,0.53
55830,0.03
55831,0.06
55832,0.04
55833,0.0
55834,0.01
55835,0.15
55836,0.0
55837,0.45
55838,0.43
55839,0.0
55840,0.03
55841,0.08
55842,0.0
55843,0.0
55844,0.93
55845,0.01
55846,0.05
55847,0.26
55848,0.0
55849,0.04
55850,0.1
55851,0.63
55852,0.1
55853,0.0
55854,0.0
55855,0.28
55856,0.01
55857,0.1
55858,0.0
55859,0.0
55860,0.32
55861,0.5
55862,0.0
55863,0.04
55864,0.9
55865,0.72
55866,0.0
55867,0.01
55868,0.03
55869,0.36
55870,0.0
55871,0.19899461799810098
55872,0.03
55873,0.0
55874,0.03
55875,0.22
55876,0.12
55877,0.46
55878,0.0
55879,0.0
55880,0.23
55881,0.1
55882,0.0
55883,0.64
55884,0.07
55885,0.11
55886,0.01
55887,0.14
55888,0.01
55889,0.0
55890,0.0
55891,0.24
55892,0.0
55893,0.02
55894,0.01
55895,0.01
55896,0.3
55897,0.0
55898,0.18
55899,0.08
55900,0.0
55901,0.08
55902,0.0
55903,0.0
55904,0.01
55905,0.09
55906,0.01
55907,0.01
55908,0.04
55909,0.01
55910,0.01
55911,0.01
55912,0.02
55913,0.0
55914,0.55
55915,0.09
55916,0.19
55917,0.0
55918,0.17
55919,0.0
55920,0.0
55921,0.0
55922,0.0
55923,0.53
55924,0.0
55925,0.0
55926,0.0
55927,0.09
55928,0.0
55929,0.03
55930,0.4
55931,0.18
55932,0.05
55933,0.02
55934,0.14
55935,0.03
55936,0.02
55937,0.02
55938,0.0
55939,0.0
55940,0.0
55941,0.02
55942,0.17
55943,0.02
55944,0.23
55945,0.15
55946,0.14
55947,0.01
55948,0.0
55949,0.04
55950,0.09
55951,0.12
55952,0.0
55953,0.05
55954,0.02
55955,0.11
55956,0.0
55957,0.57
55958,0.04
55959,0.13
55960,0.01
55961,0.01
55962,0.04
55963,0.23
55964,0.2
55965,0.02
55966,0.43
55967,0.0
55968,0.58
55969,0.03
55970,0.0
55971,0.1
55972,0.05
55973,0.03
55974,0.31
55975,0.0
55976,0.38
55977,0.71
55978,0.09
55979,0.07
55980,0.12
55981,0.03
55982,0.2
55983,0.19
55984,0.12
55985,0.0
55986,0.0
55987,0.52
55988,0.05
55989,0.15
55990,0.01
55991,0.0
55992,0.0
55993,0.18
55994,0.02
55995,0.89
55996,0.96
55997,0.34
55998,0.04
55999,0.21
56000,0.05
56001,0.0
56002,0.32
56003,0.0
56004,0.0
56005,0.03
56006,0.0
56007,0.02
56008,0.84
56009,0.01
56010,0.0
56011,0.0
56012,0.0
56013,0.13
56014,0.24
56015,0.01
56016,0.07
56017,0.67
56018,0.02
56019,0.0
56020,0.18
56021,0.02
56022,0.41
56023,0.02
56024,0.03
56025,0.0
56026,0.01
56027,0.29
56028,0.0
56029,0.27
56030,0.21
56031,0.05
56032,0.05
56033,0.0
56034,0.16
56035,0.05
56036,0.0
56037,0.02
56038,0.04
56039,0.0
56040,0.06
56041,0.12
56042,0.28
56043,0.0
56044,0.0
56045,0.0
56046,0.0
56047,0.45
56048,0.5
56049,0.03
56050,0.27
56051,0.26
56052,0.18
56053,0.0
56054,0.1
56055,0.53
56056,0.0
56057,0.03
56058,0.0
56059,0.87
56060,0.02
56061,0.0
56062,0.08
56063,0.01
56064,0.0
56065,0.01
56066,0.01
56067,0.03
56068,0.0
56069,0.03
56070,0.09
56071,0.0
56072,0.01
56073,0.05
56074,0.0
56075,0.51
56076,0.0
56077,0.07
56078,0.02
56079,0.0
56080,0.3
56081,0.0
56082,0.01
56083,0.02
56084,0.55
56085,0.0
56086,0.05
56087,0.04
56088,0.01
56089,0.02
56090,0.0
56091,0.01
56092,0.02
56093,0.0
56094,0.09
56095,0.01
56096,0.13
56097,0.0
56098,0.0
56099,0.1
56100,0.04
56101,0.04
56102,0.29
56103,0.65
56104,0.0
56105,0.1
56106,0.01
56107,0.09
56108,0.76
56109,0.0
56110,0.0
56111,0.03
56112,0.03
56113,0.0
56114,0.01
56115,0.0
56116,0.09
56117,0.01
56118,0.07
56119,0.01
56120,0.0
56121,0.05
56122,0.0
56123,0.01
56124,0.0
56125,0.0
56126,0.03
56127,0.06
56128,0.0
56129,0.14
56130,0.0
56131,0.0
56132,0.18
56133,0.02
56134,0.06
56135,0.09
56136,0.01
56137,0.02
56138,0.0
56139,0.1
56140,0.36
56141,0.0
56142,0.87
56143,0.65
56144,0.28
56145,0.0
56146,0.0
56147,0.06
56148,0.0
56149,0.0
56150,0.0
56151,0.01
56152,0.1
56153,0.06
56154,0.25
56155,0.0
56156,0.15
56157,0.0
56158,0.76
56159,0.0
56160,0.02
56161,0.03
56162,0.01
56163,0.03
56164,0.0
56165,0.07
56166,0.13
56167,0.32
56168,0.0
56169,0.73
56170,0.16
56171,0.39
56172,0.77
56173,0.0
56174,0.03
56175,0.08
56176,0.02
56177,0.0
56178,0.0
56179,0.03
56180,0.01
56181,0.0
56182,0.0
56183,0.01
56184,0.0
56185,0.02
56186,0.11
56187,0.05
56188,0.02
56189,0.0
56190,0.02
56191,0.16
56192,0.09
56193,0.09
56194,0.09
56195,0.05
56196,0.0
56197,0.05
56198,0.0
56199,0.27
56200,0.14
56201,0.02
56202,0.06
56203,0.0
56204,0.45
56205,0.0
56206,0.02
56207,0.11
56208,0.01
56209,0.0
56210,0.04
56211,0.0
56212,0.0
56213,0.15
56214,0.17
56215,0.01
56216,0.0
56217,0.11
56218,0.0
56219,0.0
56220,0.04
56221,0.01
56222,0.01
56223,0.0
56224,0.0
56225,0.05
56226,0.0
56227,0.0
56228,0.15
56229,0.11
56230,0.02
56231,0.09
56232,0.0
56233,0.0
56234,0.0
56235,0.0
56236,0.05
56237,0.0
56238,0.83
56239,0.07
56240,0.02
56241,0.03
56242,0.0
56243,0.08
56244,0.15
56245,0.31
56246,0.02
56247,0.0
56248,0.0
56249,0.0
56250,0.03
56251,0.02
56252,0.45
56253,0.61
56254,0.17
56255,0.03
56256,0.0
56257,0.0
56258,0.19
56259,0.99
56260,0.25
56261,0.02
56262,0.0
56263,0.05
56264,0.51
56265,0.02
56266,0.03
56267,0.03
56268,0.06
56269,0.04
56270,0.38
56271,0.02
56272,0.07
56273,0.0
56274,0.01
56275,0.0
56276,0.08
56277,0.02
56278,0.0
56279,0.03
56280,0.33
56281,0.51
56282,0.0
56283,0.04
56284,0.07
56285,0.0
56286,0.04
56287,0.54
56288,0.0
56289,0.1
56290,0.13
56291,0.04
56292,0.14
56293,0.0
56294,0.2
56295,0.0
56296,0.03
56297,0.05
56298,0.0
56299,0.08
56300,0.09
56301,0.0
56302,0.02
56303,0.01
56304,0.27
56305,0.14
56306,0.0
56307,0.01
56308,0.05
56309,0.02
56310,0.02
56311,0.0
56312,0.0
56313,0.13
56314,0.01
56315,0.67
56316,0.0
56317,0.13
56318,0.05
56319,0.0
56320,0.03
56321,0.01
56322,0.05
56323,0.0
56324,0.03
56325,0.15
56326,0.29
56327,0.01
56328,0.01
56329,0.34
56330,0.0
56331,0.63
56332,0.1
56333,0.03
56334,0.04
56335,0.0
56336,0.0
56337,0.03
56338,0.01
56339,0.15
56340,0.52
56341,0.04
56342,0.0
56343,0.69
56344,0.0
56345,0.65
56346,0.13
56347,0.0
56348,0.0
56349,0.0
56350,0.1
56351,0.0
56352,0.0
56353,0.11
56354,0.01
56355,0.02
56356,0.05
56357,0.01
56358,0.13
56359,0.0
56360,0.36
56361,0.2
56362,0.83
56363,0.02
56364,0.0
56365,0.05
56366,0.04
56367,0.0
56368,0.0
56369,0.1
56370,0.42
56371,0.01
56372,0.0
56373,0.0
56374,0.45
56375,0.02
56376,0.01
56377,0.05
56378,0.07
56379,0.0
56380,0.0
56381,0.02
56382,0.0
56383,0.07
56384,0.42
56385,0.0
56386,0.01
56387,0.09
56388,0.0
56389,0.01
56390,0.06
56391,0.01
56392,0.29
56393,0.0
56394,0.02
56395,0.07
56396,0.01
56397,0.03
56398,0.15
56399,0.0
56400,0.03
56401,0.09
56402,0.02
56403,0.16
56404,0.0
56405,0.02
56406,0.03
56407,0.05
56408,0.01
56409,0.0
56410,0.0
56411,0.04
56412,0.0
56413,0.0
56414,0.0
56415,0.01
56416,0.0
56417,0.02
56418,0.01
56419,0.12
56420,0.0
56421,0.03
56422,0.23
56423,0.03
56424,0.78
56425,0.01
56426,0.01
56427,0.04
56428,0.05
56429,0.01
56430,0.14
56431,0.05
56432,0.0
56433,0.09
56434,0.0
56435,0.18
56436,0.15
56437,0.0
56438,0.06
56439,0.44
56440,0.02
56441,0.03
56442,0.0
56443,0.02
56444,0.02
56445,0.46
56446,0.0
56447,0.01
56448,0.25
56449,0.1
56450,0.04
56451,0.05
56452,0.0
56453,0.09
56454,0.06
56455,0.0
56456,0.11
56457,0.2
56458,0.02
56459,0.31
56460,0.03
56461,0.05
56462,0.02
56463,0.05
56464,0.17
56465,0.02
56466,0.0
56467,0.42
56468,0.1
56469,0.0
56470,0.07
56471,0.04
56472,0.0
56473,0.01
56474,0.08
56475,0.0
56476,0.0
56477,0.0
56478,0.0
56479,0.05
56480,0.0
56481,0.59
56482,0.0
56483,0.4
56484,0.0
56485,0.01
56486,0.06
56487,0.5
56488,0.0
56489,0.05
56490,0.82
56491,0.01
56492,0.0
56493,0.02
56494,0.5
56495,0.05
56496,0.0
56497,0.0
56498,0.14
56499,0.03
56500,0.02
56501,0.0
56502,0.03
56503,0.36
56504,0.03
56505,0.04
56506,0.05
56507,0.04
56508,0.0
56509,0.01
56510,0.0
56511,0.1
56512,0.09
56513,0.03
56514,0.0
56515,0.01
56516,0.0
56517,0.0
56518,0.0
56519,0.0
56520,0.28
56521,0.01
56522,0.0
56523,0.02
56524,0.1
56525,0.0
56526,0.0
56527,0.12
56528,0.19
56529,0.15
56530,0.13
56531,0.07
56532,0.01
56533,0.0
56534,0.0
56535,0.04
56536,0.03
56537,0.18
56538,0.03
56539,0.0
56540,0.09
56541,0.0
56542,0.05
56543,0.17
56544,0.02
56545,0.03
56546,0.01
56547,0.0
56548,0.0
56549,0.01
56550,0.0
56551,0.23
56552,0.2
56553,0.17
56554,0.09
56555,0.11
56556,0.1
56557,0.03
56558,0.0
56559,0.0
56560,0.0
56561,0.0
56562,0.24
56563,0.44
56564,0.01
56565,0.3
56566,0.11
56567,0.25
56568,0.01
56569,0.06
56570,0.13
56571,0.08
56572,0.26
56573,0.04
56574,0.03
56575,0.07
56576,0.0
56577,0.02
56578,0.0
56579,0.0
56580,0.02
56581,0.02
56582,0.02
56583,0.01
56584,0.0
56585,0.06
56586,0.0
56587,0.0
56588,0.0
56589,0.23
56590,0.01
56591,0.02
56592,0.0
56593,0.11
56594,0.02
56595,0.15
56596,0.03
56597,0.22
56598,0.01
56599,0.24
56600,0.18
56601,0.02
56602,0.0
56603,0.02
56604,0.01
56605,0.09
56606,0.0
56607,0.03
56608,0.19
56609,0.03
56610,0.0
56611,0.0
56612,0.01
56613,0.24
56614,0.03
56615,0.0
56616,0.12
56617,0.03
56618,0.0
56619,0.0
56620,0.01
56621,0.39
56622,0.22
56623,0.0
56624,0.06
56625,0.0
56626,0.47
56627,0.01
56628,0.0
56629,0.18
56630,0.0
56631,0.0
56632,0.0
56633,0.83
56634,0.12
56635,0.24
56636,0.0
56637,0.07
56638,0.22
56639,0.02
56640,0.11
56641,0.23
56642,0.02
56643,0.0
56644,0.75
56645,0.0
56646,0.04
56647,0.07
56648,0.02
56649,0.02
56650,0.0
56651,0.0
56652,0.0
56653,0.28
56654,0.05
56655,0.0
56656,0.04
56657,0.45
56658,0.2
56659,0.02
56660,0.0
56661,0.06
56662,0.0
56663,0.0
56664,0.19
56665,0.11
56666,0.12
56667,0.19
56668,0.01
56669,0.37
56670,0.17
56671,0.12
56672,0.07
56673,0.03
56674,0.1
56675,0.02
56676,0.01
56677,0.04
56678,0.43
56679,0.28
56680,0.0
56681,0.29
56682,0.0
56683,0.0
56684,0.0
56685,0.05
56686,0.14
56687,0.05
56688,0.21
56689,0.0
56690,0.0
56691,0.33
56692,0.09
56693,0.02
56694,0.0
56695,0.08
56696,0.15
56697,0.18
56698,0.53
56699,0.0
56700,0.28
56701,0.07
56702,0.01
56703,0.04
56704,0.0
56705,0.0
56706,0.01
56707,0.04
56708,0.0
56709,0.04
56710,0.28
56711,0.0
56712,0.01
56713,0.06
56714,0.0
56715,0.12
56716,0.01
56717,0.66
56718,0.51
56719,0.61
56720,0.16
56721,0.07
56722,0.05
56723,0.0
56724,0.03
56725,0.04
56726,0.06
56727,0.04
56728,0.05
56729,0.0
56730,0.0
56731,0.06
56732,0.04
56733,0.0
56734,0.07
56735,0.19
56736,0.63
56737,0.17
56738,0.0
56739,0.49
56740,0.62
56741,0.13
56742,0.07
56743,0.0
56744,0.57
56745,0.12
56746,0.19
56747,0.0
56748,0.0
56749,0.18
56750,0.11
56751,0.44
56752,0.04
56753,0.04
56754,0.16
56755,0.12
56756,0.02
56757,0.49
56758,0.0
56759,0.0
56760,0.03
56761,0.13
56762,0.31
56763,0.01
56764,0.0
56765,0.66
56766,0.0
56767,0.14
56768,0.03
56769,0.0
56770,0.0
56771,0.0
56772,0.01
56773,0.78
56774,0.09
56775,0.0
56776,0.0
56777,0.0
56778,0.15
56779,0.01
56780,0.0
56781,0.07
56782,0.54
56783,0.35
56784,0.14
56785,0.01
56786,0.14
56787,0.0
56788,0.04
56789,0.0
56790,0.0
56791,0.0
56792,0.29
56793,0.15
56794,0.0
56795,0.01
56796,0.6
56797,0.2
56798,0.14
56799,0.0
56800,0.0
56801,0.03
56802,0.01
56803,0.0
56804,0.05
56805,0.01
56806,0.12
56807,0.04
56808,0.07
56809,0.34
56810,0.01
56811,0.0
56812,0.02
56813,0.1
56814,0.0
56815,0.01
56816,0.26
56817,0.0
56818,0.0
56819,0.0
56820,0.26
56821,0.15
56822,0.15
56823,0.7
56824,0.02
56825,0.01
56826,0.0
56827,0.01
56828,0.0
56829,0.0
56830,0.01
56831,0.0
56832,0.22
56833,0.0
56834,0.04
56835,0.16
56836,0.03
56837,0.0
56838,0.01
56839,0.05
56840,0.07
56841,0.03
56842,0.21
56843,0.08
56844,0.0
56845,0.0
56846,0.04
56847,0.21
56848,0.0
56849,0.02
56850,0.1
56851,0.17
56852,0.03
56853,0.0
56854,0.0
56855,0.04
56856,0.44
56857,0.16
56858,0.02
56859,0.0
56860,0.06
56861,0.0
56862,0.01
56863,0.12
56864,0.02
56865,0.02
56866,0.04
56867,0.0
56868,0.13
56869,0.45
56870,0.0
56871,0.01
56872,0.41
56873,0.08
56874,0.0
56875,0.13
56876,0.05
56877,0.3
56878,0.0
56879,0.08
56880,0.0
56881,0.05
56882,0.0
56883,0.0
56884,0.0
56885,0.03
56886,0.18
56887,0.02
56888,0.0
56889,0.11
56890,0.04
56891,0.26
56892,0.0
56893,0.0
56894,0.0
56895,0.05
56896,0.38
56897,0.0
56898,0.09
56899,0.01
56900,0.82
56901,0.01
56902,0.01
56903,0.04
56904,0.04
56905,0.1
56906,0.0
56907,0.03
56908,0.0
56909,0.24
56910,0.12
56911,0.02
56912,0.2
56913,0.0
56914,0.18
56915,0.01
56916,0.03
56917,0.0
56918,0.0
56919,0.01
56920,0.0
56921,0.0
56922,0.07
56923,0.0
56924,0.03
56925,0.0
56926,0.54
56927,0.0
56928,0.04
56929,0.19
56930,0.03
56931,0.0
56932,0.0
56933,0.01
56934,0.07
56935,0.98
56936,0.1
56937,0.01
56938,0.16
56939,0.08
56940,0.21
56941,0.03
56942,0.0
56943,0.01
56944,0.02
56945,0.05
56946,0.02
56947,0.27
56948,0.13
56949,0.16
56950,0.0
56951,0.02
56952,0.05
56953,0.02
56954,0.0
56955,0.13
56956,0.0
56957,0.0
56958,0.12
56959,0.72
56960,0.0
56961,0.0
56962,0.39
56963,0.06
56964,0.02
56965,0.0
56966,0.0
56967,0.34
56968,0.02
56969,0.02
56970,0.11
56971,0.03
56972,0.19
56973,0.08
56974,0.34
56975,0.62
56976,0.02
56977,0.0
56978,0.1
56979,0.0
56980,0.09774193548387096
56981,0.14
56982,0.08
56983,0.01
56984,0.17
56985,0.1
56986,0.13
56987,0.33
56988,0.02
56989,0.45
56990,0.12
56991,0.0
56992,0.0
56993,0.13
56994,0.0
56995,0.0
56996,0.05
56997,0.14
56998,0.08
56999,0.06
57000,0.05
57001,0.02
57002,0.0
57003,0.0
57004,0.02
57005,0.01
57006,0.12
57007,0.69
57008,0.06
57009,0.07
57010,0.0
57011,0.12
57012,0.7
57013,0.12
57014,0.0
57015,0.09
57016,0.01
57017,0.02
57018,0.02
57019,0.22
57020,0.13
57021,0.03
57022,0.06
57023,0.07
57024,0.04
57025,0.0
57026,0.0
57027,0.07
57028,0.04
57029,0.31
57030,0.11
57031,0.02
57032,0.13
57033,0.02
57034,0.03
57035,0.47
57036,0.0
57037,0.07
57038,0.03
57039,0.34
57040,0.0
57041,0.39
57042,0.15
57043,0.03
57044,0.0
57045,0.23
57046,0.06
57047,0.04
57048,0.0
57049,0.0
57050,0.11
57051,0.04
57052,0.0
57053,0.0
57054,0.01
57055,0.01
57056,0.03
57057,0.0
57058,0.32
57059,0.03
57060,0.0
57061,0.14
57062,0.0
57063,0.0
57064,0.02
57065,0.16
57066,0.04
57067,0.0
57068,0.06
57069,0.05
57070,0.11
57071,0.01
57072,0.01
57073,0.42
57074,0.01
57075,0.52
57076,0.02
57077,0.01
57078,0.04
57079,0.0
57080,0.08
57081,0.0
57082,0.16
57083,0.019615384615384618
57084,0.01
57085,0.16
57086,0.01
57087,0.01
57088,0.07
57089,0.0
57090,0.03
57091,0.02
57092,0.12
57093,0.06
57094,0.0
57095,0.18
57096,0.19
57097,0.0
57098,0.22
57099,0.05
57100,0.02
57101,0.0
57102,0.09
57103,0.24
57104,0.0
57105,0.01
57106,0.03
57107,0.08
57108,0.0
57109,0.0
57110,0.71
57111,0.17
57112,0.02
57113,0.03
57114,0.17
57115,0.11
57116,0.03
57117,0.0
57118,0.21
57119,0.25
57120,0.02
57121,0.01
57122,0.73
57123,0.02
57124,0.04
57125,0.01
57126,0.0
57127,0.0
57128,0.05
57129,0.83
57130,0.0
57131,0.15
57132,0.06
57133,0.14
57134,0.0
57135,0.09
57136,0.03
57137,0.76
57138,0.0
57139,0.13
57140,0.06
57141,0.0
57142,0.14
57143,0.05
57144,0.55
57145,0.28
57146,0.0
57147,0.16
57148,0.0
57149,0.17
57150,0.19
57151,0.02
57152,0.03
57153,0.09
57154,0.24
57155,0.06
57156,0.33
57157,0.02
57158,0.01
57159,0.0
57160,0.06
57161,0.05
57162,0.41
57163,0.0
57164,0.04
57165,0.0
57166,0.31
57167,0.14
57168,0.0
57169,0.28
57170,0.14
57171,0.0
57172,0.17
57173,0.13
57174,0.82
57175,0.0
57176,0.01
57177,0.01
57178,0.0
57179,0.19
57180,0.03
57181,0.07
57182,0.0
57183,0.18
57184,0.57
57185,0.01
57186,0.46
57187,0.08
57188,0.08
57189,0.0
57190,0.28
57191,0.0
57192,0.06
57193,0.0
